time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
2737,0,6,8653.91,3.23,502,40.788439,-73.965809,41.0,119,3
2738,0,6,8657.54,3.23,502,40.788455,-73.965772,41.0,119,3
2739,0,6,8661.22,3.23,502,40.788471,-73.965736,41.0,118,3
2740,0,6,8664.95,3.23,502,40.788486,-73.965699,41.0,118,3
2741,0,6,8668.6,3.23,503,40.788501,-73.965663,40.0,121,3
2742,0,6,8672.12,3.23,503,40.788515,-73.965626,40.0,124,2
2743,0,6,8675.33,3.23,503,40.788528,-73.96559,40.0,124,3
2744,0,6,8678.86,3.23,503,40.78854,-73.965554,40.0,124,3
2745,0,6,8682.49,3.23,503,40.788552,-73.965517,40.0,124,3
2746,0,6,8685.86,3.24,504,40.788564,-73.965481,40.0,124,3
2747,0,6,8688.96,3.24,504,40.788575,-73.965445,40.0,124,3
2748,0,6,8691.81,3.24,504,40.788585,-73.965409,40.0,123,2
2749,0,6,8695.87,3.24,504,40.788596,-73.965372,40.0,124,3
2750,0,6,8699.26,3.24,504,40.788606,-73.965336,40.0,125,3
2751,0,6,8702.87,3.24,505,40.788615,-73.965299,40.0,124,3
2752,0,6,8704.95,3.24,505,40.788625,-73.965262,40.0,124,3
2753,0,6,8708.34,3.25,505,40.788634,-73.965226,40.0,125,3
2754,0,6,8711.77,3.25,505,40.788643,-73.965189,39.0,125,3
2755,0,6,8715.23,3.24,505,40.788652,-73.965151,39.0,124,3
2756,0,6,8718.66,3.25,506,40.788661,-73.965114,39.0,126,2
2757,0,6,8721.97,3.25,506,40.78867,-73.965077,39.0,126,3
2758,0,6,8725.08,3.25,506,40.788679,-73.965039,39.0,126,3
2759,0,6,8728.42,3.25,506,40.788689,-73.965002,39.0,125,3
2760,0,6,8731.76,3.26,506,40.788699,-73.964964,39.0,126,3
2761,0,6,8734.81,3.26,507,40.788709,-73.964927,39.0,125,3
2762,0,6,8738.4,3.26,507,40.788719,-73.96489,38.0,124,3
2763,0,6,8741.93,3.26,507,40.78873,-73.964854,38.0,124,2
2764,0,6,8744.68,3.26,507,40.788741,-73.964818,38.0,124,3
2765,0,6,8748.14,3.27,507,40.788753,-73.964782,38.0,124,3
2766,0,6,8751.58,3.27,508,40.788766,-73.964747,38.0,124,3
2767,0,6,8754.96,3.27,508,40.78878,-73.964712,38.0,123,3
2768,0,6,8758.08,3.27,508,40.788794,-73.964678,38.0,122,3
2769,0,6,8761.22,3.27,508,40.788809,-73.964645,38.0,125,3
2770,0,6,8765.23,3.27,508,40.788825,-73.964612,38.0,126,2
2771,0,6,8768.26,3.27,509,40.788842,-73.96458,38.0,127,3
2772,0,6,8771.36,3.27,509,40.788859,-73.964549,37.0,128,3
2773,0,6,8774.71,3.27,509,40.788877,-73.964519,37.0,126,3
2774,0,6,8777.98,3.27,509,40.788896,-73.964489,37.0,127,3
2775,0,6,8781.21,3.27,509,40.788916,-73.964461,37.0,127,3
2776,0,6,8784.52,3.27,509,40.788936,-73.964433,36.0,127,3
2777,0,6,8787.98,3.27,510,40.788957,-73.964407,36.0,125,3
2778,0,6,8791.37,3.27,510,40.788979,-73.964381,36.0,126,2
2779,0,6,8794.53,3.27,510,40.789001,-73.964356,36.0,125,3
2780,0,6,8797.72,3.27,510,40.789023,-73.964333,36.0,127,3
2781,0,6,8800.92,3.27,510,40.789047,-73.96431,35.0,128,3
2782,0,6,8804.18,3.27,511,40.78907,-73.964289,35.0,126,3
2783,0,6,8807.26,3.27,511,40.789094,-73.964269,35.0,126,3
2784,0,6,8807.26,3.27,511,40.789119,-73.964249,35.0,125,3
2785,0,6,8807.26,3.27,511,40.789144,-73.964232,35.0,126,2
2786,0,6,8810.6,3.27,511,40.789169,-73.964215,35.0,126,3
2787,0,6,8813.93,3.27,511,40.789195,-73.9642,35.0,126,3
2788,0,6,8817.28,3.27,511,40.789221,-73.964185,35.0,126,3
2789,0,6,8819.99,3.27,512,40.789247,-73.964173,34.0,126,3
2790,0,6,8823.03,3.27,512,40.789274,-73.964161,34.0,127,3
2791,0,6,8835.12,3.26,512,40.789302,-73.964151,34.0,127,3
2792,0,6,8842.62,3.26,513,40.789329,-73.964142,34.0,126,3
2793,0,6,8846.39,3.26,513,40.789357,-73.964135,34.0,127,2
2794,0,6,8849.64,3.26,513,40.789386,-73.964129,34.0,125,3
2795,0,6,8852.96,3.26,513,40.789414,-73.964125,35.0,125,3
2796,0,6,8856.18,3.26,513,40.789443,-73.964122,35.0,123,3
2797,0,6,8859.38,3.26,514,40.789472,-73.964121,35.0,123,3
2798,0,6,8862.63,3.26,514,40.789502,-73.964121,35.0,122,3
2799,0,6,8866.0,3.26,514,40.789532,-73.964122,35.0,122,3
2800,0,6,8869.3,3.25,514,40.789563,-73.964124,35.0,123,3
2801,0,6,8872.37,3.25,514,40.789594,-73.964127,35.0,122,2
2802,0,6,8875.51,3.25,515,40.789625,-73.964132,35.0,121,3
2803,0,6,8879.23,3.25,515,40.789657,-73.964137,35.0,122,3
2804,0,6,8879.43,3.25,515,40.789689,-73.964142,35.0,122,3
2805,0,6,8885.68,3.25,515,40.789721,-73.964145,34.0,122,3
2806,0,6,8889.97,3.25,515,40.789754,-73.964146,34.0,123,3
2807,0,6,8893.44,3.25,516,40.789785,-73.964144,34.0,122,3
2808,0,6,8897.06,3.24,516,40.789817,-73.96414,34.0,120,3
2809,0,6,8900.75,3.24,516,40.789848,-73.964136,33.0,120,3
2810,0,6,8904.29,3.24,516,40.789879,-73.964132,33.0,120,2
2811,0,6,8907.75,3.24,516,40.78991,-73.96413,33.0,120,3
2812,0,6,8907.75,3.24,516,40.789941,-73.964129,33.0,120,3
2813,0,6,8907.75,3.24,516,40.789972,-73.964128,33.0,121,3
2814,0,6,8911.33,3.24,517,40.790003,-73.964128,33.0,122,3
2815,0,6,8913.18,3.24,517,40.790033,-73.964128,33.0,123,3
2816,0,6,8916.73,3.24,517,40.790063,-73.964128,33.0,122,3
2817,0,6,8920.54,3.24,517,40.790094,-73.964127,33.0,122,3
2818,0,6,8922.79,3.24,517,40.790124,-73.964126,33.0,121,3
2819,0,6,8926.34,3.24,518,40.790154,-73.964124,32.0,123,3
2820,0,6,8929.82,3.24,518,40.790184,-73.964122,32.0,122,2
2821,0,6,8933.2,3.24,518,40.790213,-73.964118,32.0,120,3
2822,0,6,8936.6,3.24,518,40.790243,-73.964113,32.0,119,3
2823,0,6,8942.72,3.24,519,40.790272,-73.964106,32.0,119,3
2824,0,6,8949.31,3.24,519,40.790301,-73.964097,32.0,116,3
2825,0,6,8953.39,3.24,519,40.790331,-73.964087,32.0,116,3
2826,0,6,8956.96,3.24,519,40.79036,-73.964075,32.0,116,3
2827,0,6,8960.34,3.24,520,40.790389,-73.964062,32.0,114,3
2828,0,6,8963.53,3.24,520,40.790418,-73.964047,32.0,115,2
2829,0,6,8966.98,3.25,520,40.790447,-73.964032,32.0,114,3
2830,0,6,8970.39,3.25,520,40.790476,-73.964016,32.0,114,3
2831,0,6,8973.81,3.25,520,40.790506,-73.964,32.0,114,3
2832,0,6,8977.62,3.25,521,40.790535,-73.963982,32.0,112,3
2833,0,6,8981.5,3.25,521,40.790564,-73.963964,32.0,111,3
2834,0,6,8981.5,3.25,521,40.790593,-73.963945,32.0,111,3
2835,0,6,8981.5,3.25,521,40.790621,-73.963924,32.0,111,3
2836,0,6,8984.97,3.25,521,40.790648,-73.963902,32.0,110,3
2837,0,6,8987.81,3.25,521,40.790675,-73.963879,32.0,110,3
2838,0,6,8991.44,3.25,521,40.790701,-73.963853,32.0,109,3
2839,0,6,8995.31,3.25,522,40.790725,-73.963826,32.0,109,2
2840,0,6,8998.23,3.25,522,40.790749,-73.963798,32.0,109,3
2841,0,6,9001.87,3.25,522,40.790772,-73.963768,32.0,108,3
2842,0,6,9005.37,3.25,522,40.790794,-73.963738,32.0,108,3
2843,0,6,9009.5,3.25,522,40.790814,-73.963706,32.0,107,3
2844,0,6,9013.12,3.26,523,40.790834,-73.963673,32.0,108,3
2845,0,6,9016.27,3.26,523,40.790853,-73.963639,32.0,105,3
2846,0,6,9020.27,3.26,523,40.790871,-73.963605,32.0,106,3
2847,0,6,9024.18,3.26,523,40.790888,-73.96357,32.0,107,3
2848,0,6,9027.69,3.26,523,40.790905,-73.963535,32.0,106,2
2849,0,6,9031.33,3.27,524,40.79092,-73.963499,32.0,106,3
2850,0,6,9034.69,3.27,524,40.790934,-73.963463,32.0,107,3
2851,0,6,9038.16,3.27,524,40.790947,-73.963426,32.0,109,3
2852,0,6,9042.41,3.27,524,40.79096,-73.96339,32.0,108,3
2853,0,6,9051.82,3.27,525,40.790972,-73.963354,32.0,107,3
2854,0,6,9056.38,3.27,525,40.790985,-73.963317,32.0,109,3
2855,0,6,9059.74,3.28,525,40.790998,-73.963281,32.0,106,3
2856,0,6,9062.95,3.28,525,40.791011,-73.963244,32.0,106,3
2857,0,6,9066.02,3.28,525,40.791026,-73.963208,32.0,104,3
2858,0,6,9069.11,3.28,526,40.791041,-73.963172,32.0,103,3
2859,0,6,9072.66,3.28,526,40.791058,-73.963136,32.0,103,2
2860,0,6,9076.34,3.28,526,40.791076,-73.963101,32.0,103,3
2861,0,6,9079.91,3.28,526,40.791094,-73.963068,32.0,103,3
2862,0,6,9083.14,3.28,526,40.791113,-73.963036,32.0,102,3
2863,0,6,9086.46,3.28,527,40.791132,-73.963006,32.0,102,3
2864,0,6,9086.46,3.28,527,40.791151,-73.962978,32.0,101,3
2865,0,6,9086.46,3.28,527,40.791169,-73.962952,32.0,101,3
2866,0,6,9089.42,3.28,527,40.791188,-73.962928,32.0,100,3
2867,0,6,9093.74,3.28,527,40.791207,-73.962904,33.0,101,3
2868,0,6,9096.33,3.27,527,40.791227,-73.962882,33.0,100,2
2869,0,6,9098.96,3.27,527,40.791247,-73.96286,33.0,101,3
2870,0,6,9102.61,3.27,528,40.791268,-73.962838,33.0,101,3
2871,0,6,9105.55,3.27,528,40.79129,-73.962816,33.0,100,3
2872,0,6,9108.63,3.27,528,40.791312,-73.962793,34.0,100,3
2873,0,6,9111.35,3.26,528,40.791336,-73.962771,34.0,99,3
2874,0,6,9114.62,3.26,528,40.791359,-73.962748,34.0,99,3
2875,0,6,9117.95,3.26,529,40.791383,-73.962726,34.0,99,3
2876,0,6,9121.04,3.26,529,40.791408,-73.962704,34.0,100,3
2877,0,6,9124.39,3.26,529,40.791433,-73.962683,34.0,100,2
2878,0,6,9127.78,3.26,529,40.791457,-73.962662,35.0,100,3
2879,0,6,9130.89,3.26,529,40.791482,-73.962641,35.0,101,3
2880,0,6,9134.01,3.26,530,40.791507,-73.962621,35.0,106,3
2881,0,6,9137.24,3.26,530,40.791532,-73.962602,35.0,110,3
2882,0,6,9140.55,3.26,530,40.791558,-73.962583,35.0,110,3
2883,0,6,9143.77,3.26,530,40.791583,-73.962564,35.0,109,3
2884,0,6,9146.99,3.26,530,40.791608,-73.962546,35.0,109,3
2885,0,6,9150.15,3.25,530,40.791634,-73.962529,35.0,110,3
2886,0,6,9153.46,3.26,531,40.79166,-73.962511,35.0,109,2
2887,0,6,9156.74,3.26,531,40.791685,-73.962494,35.0,112,3
2888,0,6,9159.91,3.26,531,40.791711,-73.962477,35.0,111,3
2889,0,6,9163.2,3.26,531,40.791737,-73.962461,35.0,110,3
2890,0,6,9166.55,3.26,531,40.791763,-73.962444,35.0,110,3
2891,0,6,9169.95,3.26,532,40.79179,-73.962428,35.0,111,3
2892,0,6,9173.18,3.25,532,40.791816,-73.962412,35.0,111,3
2893,0,6,9176.59,3.25,532,40.791843,-73.962397,35.0,110,3
2894,0,6,9179.55,3.25,532,40.791869,-73.962381,35.0,110,3
2895,0,6,9182.97,3.25,532,40.791896,-73.962366,35.0,108,2
2896,0,6,9186.3,3.25,533,40.791923,-73.962351,35.0,108,3
2897,0,6,9189.04,3.25,533,40.79195,-73.962336,35.0,108,3
2898,0,6,9192.53,3.25,533,40.791978,-73.962321,34.0,108,3
2899,0,6,9196.06,3.25,533,40.792005,-73.962306,34.0,111,3
2900,0,6,9198.33,3.25,533,40.792033,-73.962291,34.0,111,3
2901,0,6,9201.68,3.25,534,40.792061,-73.962277,34.0,107,3
2902,0,6,9205.1,3.25,534,40.792089,-73.962262,34.0,110,3
2903,0,6,9208.32,3.25,534,40.792117,-73.962248,34.0,109,2
2904,0,6,9211.76,3.25,534,40.792146,-73.962233,33.0,109,3
2905,0,6,9215.24,3.25,534,40.792175,-73.962219,33.0,108,3
2906,0,6,9218.34,3.25,535,40.792203,-73.962204,33.0,108,3
2907,0,6,9221.78,3.25,535,40.792232,-73.96219,33.0,108,3
2908,0,6,9225.2,3.25,535,40.792262,-73.962175,33.0,108,3
2909,0,6,9228.59,3.25,535,40.792291,-73.962161,33.0,107,3
2910,0,6,9232.0,3.25,535,40.79232,-73.962146,33.0,108,3
2911,0,6,9235.25,3.25,536,40.792349,-73.962131,32.0,108,2
2912,0,6,9239.08,3.25,536,40.792379,-73.962116,32.0,108,3
2913,0,6,9242.32,3.25,536,40.792408,-73.962102,32.0,109,3
2914,0,6,9245.88,3.25,536,40.792438,-73.962087,32.0,110,3
2915,0,6,9249.13,3.25,536,40.792467,-73.962071,31.0,110,3
2916,0,6,9252.91,3.25,537,40.792496,-73.962056,31.0,111,3
2917,0,6,9256.54,3.25,537,40.792525,-73.962041,31.0,111,3
2918,0,6,9259.88,3.25,537,40.792555,-73.962025,31.0,112,2
2919,0,6,9263.49,3.25,537,40.792583,-73.962009,31.0,112,3
2920,0,6,9267.11,3.25,537,40.792612,-73.961993,31.0,112,3
2921,0,6,9270.61,3.25,538,40.792641,-73.961977,31.0,112,3
2922,0,6,9274.14,3.25,538,40.792669,-73.96196,30.0,113,3
2923,0,6,9277.63,3.25,538,40.792698,-73.961944,30.0,113,3
2924,0,6,9280.83,3.25,538,40.792726,-73.961927,30.0,113,3
2925,0,6,9283.99,3.25,538,40.792754,-73.96191,30.0,115,3
2926,0,6,9287.28,3.25,539,40.792782,-73.961892,30.0,116,2
2927,0,6,9290.97,3.25,539,40.792809,-73.961874,29.0,114,3
2928,0,6,9294.32,3.26,539,40.792837,-73.961857,29.0,114,3
2929,0,6,9297.67,3.26,539,40.792864,-73.961838,29.0,113,3
2930,0,6,9301.1,3.26,539,40.792891,-73.96182,29.0,112,3
2931,0,6,9304.6,3.26,540,40.792918,-73.961801,29.0,112,3
2932,0,6,9308.09,3.26,540,40.792945,-73.961782,29.0,113,3
2933,0,6,9311.58,3.26,540,40.792972,-73.961762,29.0,113,3
2934,0,6,9315.09,3.26,540,40.792998,-73.961742,29.0,113,2
2935,0,6,9318.52,3.26,540,40.793024,-73.961722,29.0,113,3
2936,0,6,9321.94,3.27,541,40.793051,-73.961702,28.0,115,3
2937,0,6,9325.4,3.27,541,40.793077,-73.961681,28.0,115,3
2938,0,6,9328.81,3.27,541,40.793102,-73.96166,28.0,116,3
2939,0,6,9332.03,3.27,541,40.793128,-73.961638,28.0,116,3
2940,0,6,9335.2,3.27,541,40.793153,-73.961617,28.0,116,3
2941,0,6,9338.51,3.27,541,40.793178,-73.961594,28.0,115,3
2942,0,6,9342.06,3.27,542,40.793203,-73.961572,28.0,116,2
2943,0,6,9345.74,3.27,542,40.793228,-73.961549,27.0,116,3
2944,0,6,9349.32,3.28,542,40.793253,-73.961525,27.0,115,3
2945,0,6,9352.06,3.28,542,40.793277,-73.961501,27.0,116,3
2946,0,6,9355.73,3.28,542,40.793301,-73.961477,26.0,117,3
2947,0,6,9359.23,3.28,543,40.793325,-73.961452,26.0,117,3
2948,0,6,9362.1,3.28,543,40.793349,-73.961427,26.0,116,3
2949,0,6,9365.63,3.28,543,40.793373,-73.961401,26.0,116,3
2950,0,6,9369.04,3.28,543,40.793397,-73.961374,26.0,117,2
2951,0,6,9372.09,3.28,543,40.79342,-73.961347,26.0,117,3
2952,0,6,9375.59,3.28,544,40.793443,-73.96132,26.0,117,3
2953,0,6,9379.15,3.29,544,40.793467,-73.961291,26.0,118,3
2954,0,6,9382.58,3.29,544,40.79349,-73.961262,26.0,119,3
2955,0,6,9385.92,3.29,544,40.793513,-73.961232,26.0,120,3
2956,0,6,9389.35,3.28,544,40.793536,-73.961202,25.0,122,3
2957,0,6,9393.07,3.28,545,40.793559,-73.961172,25.0,122,2
2958,0,6,9396.9,3.29,545,40.793583,-73.961142,25.0,120,3
2959,0,6,9396.9,3.29,545,40.793606,-73.961111,25.0,121,3
2960,0,6,9396.9,3.29,545,40.79363,-73.961081,25.0,119,3
2961,0,6,9400.15,3.3,545,40.793654,-73.96105,25.0,119,3
2962,0,6,9403.18,3.3,545,40.793677,-73.961019,25.0,120,3
2963,0,6,9406.25,3.3,545,40.7937,-73.960988,25.0,120,3
2964,0,6,9412.23,3.3,546,40.793722,-73.960957,25.0,120,3
2965,0,6,9415.92,3.29,546,40.793743,-73.960925,25.0,120,3
2966,0,6,9419.37,3.3,546,40.793762,-73.960894,25.0,119,2
2967,0,6,9422.68,3.3,546,40.79378,-73.960861,25.0,118,3
2968,0,6,9429.6,3.3,547,40.793797,-73.960828,25.0,117,3
2969,0,6,9432.74,3.3,547,40.793812,-73.960795,26.0,117,3
2970,0,6,9435.89,3.3,547,40.793826,-73.960761,26.0,119,3
2971,0,6,9442.73,3.3,548,40.793838,-73.960727,26.0,120,3
2972,0,6,9446.05,3.3,548,40.79385,-73.960692,26.0,122,3
2973,0,6,9449.54,3.3,548,40.793861,-73.960658,26.0,121,3
2974,0,6,9452.82,3.3,548,40.793872,-73.960622,26.0,121,2
2975,0,6,9456.38,3.3,548,40.793881,-73.960587,26.0,122,3
2976,0,6,9459.88,3.31,549,40.793891,-73.960551,25.0,123,3
2977,0,6,9462.88,3.31,549,40.793899,-73.960515,26.0,121,3
2978,0,6,9466.14,3.3,549,40.793908,-73.960478,26.0,123,3
2979,0,6,9469.22,3.3,549,40.793916,-73.960441,26.0,123,3
2980,0,6,9472.75,3.3,549,40.793924,-73.960405,26.0,122,3
2981,0,6,9476.09,3.3,550,40.793932,-73.960367,26.0,117,3
2982,0,6,9479.36,3.3,550,40.793939,-73.96033,26.0,116,2
2983,0,6,9482.19,3.3,550,40.793947,-73.960293,25.0,116,3
2984,0,6,9485.69,3.31,550,40.793955,-73.960255,25.0,114,3
2985,0,6,9488.93,3.31,550,40.793963,-73.960217,25.0,114,3
2986,0,6,9491.81,3.31,550,40.793971,-73.96018,25.0,114,3
2987,0,6,9495.4,3.31,551,40.793979,-73.960142,25.0,114,3
2988,0,6,9498.77,3.31,551,40.793988,-73.960104,25.0,114,3
2989,0,6,9501.94,3.3,551,40.793997,-73.960066,25.0,114,3
2990,0,6,9505.35,3.3,551,40.794007,-73.960028,25.0,113,2
2991,0,6,9508.69,3.31,551,40.794017,-73.95999,25.0,111,3
2992,0,6,9512.13,3.31,552,40.794027,-73.959953,24.0,111,3
2993,0,6,9515.54,3.31,552,40.794037,-73.959915,24.0,112,3
2994,0,6,9518.89,3.31,552,40.794047,-73.959878,24.0,112,3
2995,0,6,9521.87,3.31,552,40.794058,-73.959841,24.0,113,3
2996,0,6,9525.46,3.31,552,40.794069,-73.959804,24.0,115,3
2997,0,6,9528.93,3.3,553,40.794079,-73.959768,24.0,112,3
2998,0,6,9531.91,3.3,553,40.79409,-73.959732,24.0,113,2
2999,0,6,9535.34,3.31,553,40.7941,-73.959697,24.0,113,3
3000,0,6,9538.51,3.31,553,40.794111,-73.959663,23.0,113,3
3001,0,6,9541.76,3.31,553,40.794121,-73.959628,23.0,116,3
3002,0,6,9544.89,3.31,554,40.794131,-73.959595,23.0,117,3
3003,0,6,9548.04,3.31,554,40.794142,-73.959562,23.0,117,3
3004,0,6,9551.01,3.3,554,40.794152,-73.95953,23.0,117,3
3005,0,6,9553.97,3.3,554,40.794163,-73.959499,23.0,117,3
3006,0,6,9556.93,3.3,554,40.794175,-73.959469,23.0,118,3
3007,0,6,9559.75,3.29,554,40.794187,-73.95944,23.0,117,3
3008,0,6,9562.39,3.29,555,40.7942,-73.959412,23.0,117,2
3009,0,6,9565.01,3.29,555,40.794214,-73.959386,23.0,117,3
3010,0,6,9568.64,3.29,555,40.794229,-73.95936,22.0,118,3
3011,0,6,9571.22,3.29,555,40.794247,-73.959336,22.0,119,3
3012,0,6,9573.61,3.29,555,40.794266,-73.959312,22.0,120,3
3013,0,6,9577.36,3.28,556,40.794288,-73.95929,22.0,120,3
3014,0,6,9580.18,3.28,556,40.794313,-73.959269,22.0,118,3
3015,0,6,9583.07,3.27,556,40.794341,-73.95925,22.0,121,3
3016,0,6,9585.82,3.26,556,40.794372,-73.959231,22.0,121,3
3017,0,6,9588.51,3.24,556,40.794405,-73.959214,22.0,120,3
3018,0,6,9588.51,3.22,556,40.794439,-73.959197,22.0,120,2
3019,0,6,9588.51,3.2,556,40.794474,-73.959182,22.0,117,3
3020,0,6,9592.08,3.19,556,40.794509,-73.959167,22.0,117,3
3021,0,6,9595.58,3.19,557,40.794544,-73.959152,22.0,119,3
3022,0,6,9599.12,3.19,557,40.794578,-73.959139,22.0,120,3
3023,0,6,9603.98,3.19,557,40.794611,-73.959125,22.0,121,3
3024,0,6,9621.36,3.2,558,40.794643,-73.959112,22.0,120,3
3025,0,6,9627.9,3.2,558,40.794675,-73.959099,22.0,119,3
3026,0,6,9631.21,3.2,558,40.794706,-73.959085,22.0,119,3
3027,0,6,9634.89,3.21,558,40.794738,-73.959071,22.0,120,3
3028,0,6,9638.4,3.21,559,40.794769,-73.959057,22.0,121,2
3029,0,6,9638.4,3.21,559,40.7948,-73.959041,22.0,122,3
3030,0,6,9644.22,3.22,559,40.794832,-73.959025,22.0,122,3
3031,0,7,9649.8,3.22,559,40.794864,-73.959008,22.0,123,3
3032,0,7,9653.3,3.22,559,40.794895,-73.95899,22.0,126,3
3033,0,7,9656.62,3.22,560,40.794926,-73.958971,21.0,129,3
3034,0,7,9659.86,3.22,560,40.794957,-73.958951,22.0,130,3
3035,0,7,9663.46,3.22,560,40.794987,-73.95893,22.0,130,3
3036,0,7,9667.35,3.22,560,40.795016,-73.958908,22.0,131,3
3037,0,7,9670.61,3.23,560,40.795045,-73.958885,22.0,133,3
3038,0,7,9674.02,3.23,561,40.795073,-73.958861,22.0,134,3
3039,0,7,9677.27,3.23,561,40.795099,-73.958836,22.0,130,3
3040,0,7,9677.27,3.24,561,40.795125,-73.95881,22.0,132,2
3041,0,7,9677.27,3.24,561,40.795149,-73.958783,22.0,132,3
3042,0,7,9680.39,3.24,561,40.795171,-73.958755,22.0,131,3
3043,0,7,9683.52,3.25,561,40.795193,-73.958725,22.0,132,3
3044,0,7,9686.78,3.25,561,40.795212,-73.958695,22.0,130,3
3045,0,7,9690.09,3.25,562,40.795231,-73.958664,22.0,131,3
3046,0,7,9690.09,3.25,562,40.795248,-73.958632,23.0,132,3
3047,0,7,9690.09,3.26,562,40.795264,-73.958599,23.0,132,3
3048,0,7,9693.29,3.26,562,40.795279,-73.958566,23.0,132,3
3049,0,7,9705.34,3.26,562,40.795293,-73.958532,23.0,133,2
3050,0,7,9708.9,3.26,562,40.795307,-73.958497,23.0,133,3
3051,0,7,9712.3,3.27,563,40.79532,-73.958463,24.0,134,3
3052,0,7,9716.94,3.28,563,40.795332,-73.958428,24.0,132,3
3053,0,7,9720.58,3.29,563,40.795345,-73.958393,24.0,135,3
3054,0,7,9724.13,3.29,563,40.795357,-73.958357,24.0,136,3
3055,0,7,9727.42,3.3,564,40.795369,-73.958322,24.0,136,3
3056,0,7,9730.9,3.31,564,40.79538,-73.958287,24.0,135,3
3057,0,7,9734.32,3.31,564,40.795392,-73.958252,24.0,135,3
3058,0,7,9737.24,3.31,564,40.795404,-73.958217,24.0,135,2
3059,0,7,9740.36,3.3,564,40.795416,-73.958182,24.0,134,3
3060,0,7,9743.45,3.31,564,40.795427,-73.958147,25.0,135,3
3061,0,7,9746.64,3.31,565,40.795437,-73.958113,25.0,134,3
3062,0,7,9749.66,3.31,565,40.795448,-73.958078,25.0,133,3
3063,0,7,9752.69,3.31,565,40.795457,-73.958044,25.0,134,3
3064,0,7,9755.45,3.32,565,40.795466,-73.95801,25.0,132,3
3065,0,7,9758.44,3.32,565,40.795474,-73.957976,25.0,132,3
3066,0,7,9758.44,3.32,565,40.795481,-73.957942,25.0,132,3
3067,0,7,9758.44,3.32,565,40.795487,-73.957908,26.0,133,3
3068,0,7,9761.28,3.32,566,40.795492,-73.957874,26.0,132,2
3069,0,7,9764.19,3.32,566,40.795496,-73.957841,26.0,133,3
3070,0,7,9767.1,3.32,566,40.795499,-73.957807,26.0,132,3
3071,0,7,9770.92,3.32,566,40.795501,-73.957774,26.0,132,3
3072,0,7,9773.96,3.32,566,40.795503,-73.957741,26.0,132,3
3073,0,7,9776.87,3.32,566,40.795507,-73.957708,26.0,132,3
3074,0,7,9784.93,3.32,567,40.795512,-73.957674,26.0,131,3
3075,0,7,9787.78,3.32,567,40.79552,-73.957641,27.0,131,3
3076,0,7,9790.61,3.31,567,40.795531,-73.957608,27.0,131,2
3077,0,7,9794.55,3.31,567,40.795546,-73.957575,27.0,130,3
3078,0,7,9797.3,3.31,568,40.795564,-73.957542,27.0,129,3
3079,0,7,9800.26,3.31,568,40.795584,-73.95751,27.0,129,3
3080,0,7,9803.54,3.31,568,40.795606,-73.957479,27.0,128,3
3081,0,7,9806.59,3.31,568,40.795628,-73.95745,27.0,127,3
3082,0,7,9809.54,3.3,568,40.795649,-73.957421,27.0,126,3
3083,0,7,9809.54,3.3,568,40.795669,-73.957392,27.0,128,3
3084,0,7,9809.54,3.3,568,40.795687,-73.957364,27.0,128,3
3085,0,7,9812.26,3.3,569,40.795703,-73.957336,28.0,129,3
3086,0,7,9815.07,3.29,569,40.795719,-73.957308,28.0,129,2
3087,0,7,9817.89,3.28,569,40.795735,-73.957281,28.0,128,3
3088,0,7,9820.63,3.28,569,40.79575,-73.957254,28.0,130,3
3089,0,7,9823.69,3.28,569,40.795766,-73.957229,28.0,131,3
3090,0,7,9826.43,3.28,569,40.795782,-73.957203,28.0,135,3
3091,0,7,9829.23,3.28,570,40.795799,-73.957179,28.0,136,3
3092,0,7,9840.14,3.28,570,40.795818,-73.957155,28.0,132,3
3093,0,7,9842.59,3.28,570,40.795836,-73.957132,29.0,134,3
3094,0,7,9844.98,3.27,570,40.795856,-73.957108,29.0,134,3
3095,0,7,9849.86,3.27,571,40.795877,-73.957085,29.0,133,2
3096,0,7,9852.53,3.27,571,40.795899,-73.957062,29.0,131,3
3097,0,7,9855.04,3.27,571,40.795922,-73.957039,29.0,130,3
3098,0,7,9857.65,3.27,571,40.795946,-73.957016,29.0,130,3
3099,0,7,9860.49,3.26,571,40.79597,-73.956994,29.0,130,3
3100,0,7,9860.49,3.26,571,40.795994,-73.956972,29.0,129,3
3101,0,7,9860.49,3.25,571,40.796017,-73.956952,30.0,129,3
3102,0,7,9863.0,3.25,571,40.796039,-73.956933,30.0,129,3
3103,0,7,9873.51,3.24,572,40.79606,-73.956915,30.0,131,2
3104,0,7,9875.66,3.23,572,40.796079,-73.956899,30.0,131,3
3105,0,7,9878.07,3.21,572,40.7961,-73.956884,30.0,130,3
3106,0,7,9883.67,3.21,572,40.796124,-73.956868,30.0,130,3
3107,0,7,9886.36,3.21,573,40.796153,-73.956851,30.0,130,3
3108,0,7,9889.46,3.21,573,40.796187,-73.956834,30.0,129,3
3109,0,7,9892.83,3.21,573,40.796222,-73.956818,31.0,130,3
3110,0,7,9896.46,3.21,573,40.796256,-73.956804,31.0,128,3
3111,0,7,9896.46,3.21,573,40.796288,-73.956793,31.0,126,3
3112,0,7,9896.46,3.2,573,40.796319,-73.956783,31.0,126,2
3113,0,7,9899.72,3.19,573,40.796349,-73.956776,31.0,126,3
